line_id,timestamp,node,label__alert_tag,is_anomaly,is_hardcase,label__level,position_ratio,template_id,message
12720944,1134417496,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12720945,1134417496,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12720977,1134417501,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12720978,1134417501,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12720979,1134417501,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12720980,1134417501,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12720981,1134417501,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12720982,1134417501,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12720983,1134417501,cn745,SCSI,True,True,INFO,0.060228,2,scsi0 (0:0): rejecting I/O to offline device
12818180,1134429548,cn745,SCSI,True,True,INFO,0.060689,2,scsi0 (0:0): rejecting I/O to offline device
12827925,1134431576,tbird-admin1,CHK_DSK,True,True,INFO,0.060735,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12828257,1134431836,tbird-admin1,CHK_DSK,True,True,INFO,0.060736,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12828331,1134431903,tbird-admin1,CHK_DSK,True,True,INFO,0.060737,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12828522,1134431976,tbird-admin1,CHK_DSK,True,True,INFO,0.060738,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12830203,1134432012,tbird-admin1,CHK_DSK,True,True,INFO,0.060746,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12832430,1134432128,tbird-admin1,CHK_DSK,True,True,INFO,0.060756,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12840227,1134432215,tbird-admin1,CHK_DSK,True,True,INFO,0.060793,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12840717,1134432370,tbird-admin1,CHK_DSK,True,True,INFO,0.060795,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12841242,1134432453,tbird-admin1,CHK_DSK,True,True,INFO,0.060798,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12841259,1134432459,tbird-admin1,CHK_DSK,True,True,INFO,0.060798,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12844317,1134432553,tbird-admin1,CHK_DSK,True,True,INFO,0.060812,5,"eadmin1: 2005/12/08 10:37:26, Fault Status assert (Drive Array,Slot/Connector Number: 1)"
12985328,1134459734,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985329,1134459734,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985330,1134459734,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985331,1134459734,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985332,1134459734,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985333,1134459734,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985334,1134459734,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985335,1134459734,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985376,1134459767,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985377,1134459767,cn638,SCSI,True,True,INFO,0.06148,2,scsi0 (0:0): rejecting I/O to offline device
12985873,1134460234,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985874,1134460234,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985949,1134460267,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985950,1134460267,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985972,1134460272,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985973,1134460272,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985974,1134460272,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985975,1134460272,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985976,1134460272,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985977,1134460272,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
12985982,1134460273,cn638,SCSI,True,True,INFO,0.061483,2,scsi0 (0:0): rejecting I/O to offline device
13017107,1134475248,cn745,SCSI,True,True,INFO,0.06163,2,scsi0 (0:0): rejecting I/O to offline device
13103873,1134494634,cn638,SCSI,True,True,INFO,0.062041,2,scsi0 (0:0): rejecting I/O to offline device
13104385,1134494703,cn745,SCSI,True,True,INFO,0.062044,2,scsi0 (0:0): rejecting I/O to offline device
13419331,1134573247,cn745,SCSI,True,True,INFO,0.063535,2,scsi0 (0:0): rejecting I/O to offline device
13548343,1134583551,cn638,SCSI,True,True,INFO,0.064146,2,scsi0 (0:0): rejecting I/O to offline device
14014641,1134680097,an814,SCSI,True,True,INFO,0.066353,2,scsi0 (0:0): rejecting I/O to offline device
14014642,1134680097,an814,SCSI,True,True,INFO,0.066353,2,scsi0 (0:0): rejecting I/O to offline device
14014643,1134680097,an814,SCSI,True,True,INFO,0.066353,2,scsi0 (0:0): rejecting I/O to offline device
14014644,1134680097,an814,SCSI,True,True,INFO,0.066353,2,scsi0 (0:0): rejecting I/O to offline device
14014645,1134680097,an814,SCSI,True,True,INFO,0.066353,2,scsi0 (0:0): rejecting I/O to offline device
14014646,1134680097,an814,SCSI,True,True,INFO,0.066353,2,scsi0 (0:0): rejecting I/O to offline device
14014685,1134680130,an814,SCSI,True,True,INFO,0.066354,2,scsi0 (0:0): rejecting I/O to offline device
14014686,1134680130,an814,SCSI,True,True,INFO,0.066354,2,scsi0 (0:0): rejecting I/O to offline device
14128586,1134734521,an814,SCSI,True,True,INFO,0.066893,2,scsi0 (0:0): rejecting I/O to offline device
14128587,1134734521,an814,SCSI,True,True,INFO,0.066893,2,scsi0 (0:0): rejecting I/O to offline device
14129190,1134734522,an814,SCSI,True,True,INFO,0.066896,2,scsi0 (0:0): rejecting I/O to offline device
14182987,1134750878,en197,MPT,True,True,INFO,0.06715,7,mptscsih: ioc0: attempting task abort! (sc=00000101bddee480)
14183012,1134750895,en197,MPT,True,True,INFO,0.067151,7,mptscsih: ioc0: attempting task abort! (sc=00000101bddee480)
14183042,1134750917,en197,MPT,True,True,INFO,0.067151,7,mptscsih: ioc0: attempting task abort! (sc=00000101bddee480)
14183077,1134750941,en197,MPT,True,True,INFO,0.067151,7,mptscsih: ioc0: attempting task abort! (sc=00000101bddee480)
14183091,1134750947,en197,SCSI,True,True,INFO,0.067151,2,scsi0 (0:0): rejecting I/O to offline device
14183092,1134750947,en197,SCSI,True,True,INFO,0.067151,2,scsi0 (0:0): rejecting I/O to offline device
14183158,1134750981,en197,SCSI,True,True,INFO,0.067151,2,scsi0 (0:0): rejecting I/O to offline device
14183159,1134750981,en197,SCSI,True,True,INFO,0.067151,2,scsi0 (0:0): rejecting I/O to offline device
14183160,1134750981,en197,SCSI,True,True,INFO,0.067151,2,scsi0 (0:0): rejecting I/O to offline device
14183161,1134750981,en197,SCSI,True,True,INFO,0.067151,2,scsi0 (0:0): rejecting I/O to offline device
14183181,1134750986,en197,SCSI,True,True,INFO,0.067151,2,scsi0 (0:0): rejecting I/O to offline device
14183182,1134750986,en197,SCSI,True,True,INFO,0.067151,2,scsi0 (0:0): rejecting I/O to offline device
14248566,1134757631,en197,SCSI,True,True,INFO,0.067461,2,scsi0 (0:0): rejecting I/O to offline device
14261926,1134759688,en197,SCSI,True,True,INFO,0.067524,2,scsi0 (0:0): rejecting I/O to offline device
14278910,1134762246,en197,SCSI,True,True,INFO,0.067605,2,scsi0 (0:0): rejecting I/O to offline device
14284991,1134763291,en197,SCSI,True,True,INFO,0.067633,2,scsi0 (0:0): rejecting I/O to offline device
14365793,1134806493,bn101,SCSI,True,True,INFO,0.068016,2,scsi0 (0:0): rejecting I/O to offline device
14365794,1134806493,bn101,SCSI,True,True,INFO,0.068016,2,scsi0 (0:0): rejecting I/O to offline device
14969302,1135009685,an690,CPU,True,True,INFO,0.070873,1,Losing some ticks... checking if CPU frequency changed.
15012497,1135015616,en197,SCSI,True,True,INFO,0.071078,2,scsi0 (0:0): rejecting I/O to offline device
15038383,1135018056,en197,SCSI,True,True,INFO,0.0712,2,scsi0 (0:0): rejecting I/O to offline device
15087074,1135027184,en197,SCSI,True,True,INFO,0.071431,2,scsi0 (0:0): rejecting I/O to offline device
15142449,1135041761,dn609,CPU,True,True,INFO,0.071693,1,Losing some ticks... checking if CPU frequency changed.
15492226,1135101331,en197,SCSI,True,True,INFO,0.073349,2,scsi0 (0:0): rejecting I/O to offline device
15581084,1135120784,en197,SCSI,True,True,INFO,0.07377,2,scsi0 (0:0): rejecting I/O to offline device
15595955,1135121022,en197,SCSI,True,True,INFO,0.07384,2,scsi0 (0:0): rejecting I/O to offline device
15628878,1135121593,en197,SCSI,True,True,INFO,0.073996,2,scsi0 (0:0): rejecting I/O to offline device
16341553,1135245537,dn261,CPU,True,True,INFO,0.07737,1,Losing some ticks... checking if CPU frequency changed.
17064846,1135314380,en197,CPU,True,True,INFO,0.080795,1,Losing some ticks... checking if CPU frequency changed.
17064847,1135314380,en197,SCSI,True,True,INFO,0.080795,2,scsi0 (0:0): rejecting I/O to offline device
17064848,1135314380,en197,SCSI,True,True,INFO,0.080795,2,scsi0 (0:0): rejecting I/O to offline device
17064849,1135314380,en197,SCSI,True,True,INFO,0.080795,2,scsi0 (0:0): rejecting I/O to offline device
17064850,1135314380,en197,SCSI,True,True,INFO,0.080795,2,scsi0 (0:0): rejecting I/O to offline device
18245440,1135481507,an289,SCSI,True,True,INFO,0.086384,2,scsi0 (0:0): rejecting I/O to offline device
18245441,1135481507,an289,SCSI,True,True,INFO,0.086384,2,scsi0 (0:0): rejecting I/O to offline device
18245442,1135481507,an289,SCSI,True,True,INFO,0.086384,2,scsi0 (0:0): rejecting I/O to offline device
18245597,1135481540,an289,SCSI,True,True,INFO,0.086385,2,scsi0 (0:0): rejecting I/O to offline device
18245598,1135481540,an289,SCSI,True,True,INFO,0.086385,2,scsi0 (0:0): rejecting I/O to offline device
18350853,1135501432,dn825,CPU,True,True,INFO,0.086883,1,Losing some ticks... checking if CPU frequency changed.
18426479,1135512126,an289,SCSI,True,True,INFO,0.087242,2,scsi0 (0:0): rejecting I/O to offline device
18428741,1135512160,an289,SCSI,True,True,INFO,0.087252,2,scsi0 (0:0): rejecting I/O to offline device
18428742,1135512160,an289,SCSI,True,True,INFO,0.087252,2,scsi0 (0:0): rejecting I/O to offline device
18429235,1135512165,an289,SCSI,True,True,INFO,0.087255,2,scsi0 (0:0): rejecting I/O to offline device
18429236,1135512165,an289,SCSI,True,True,INFO,0.087255,2,scsi0 (0:0): rejecting I/O to offline device
18432074,1135512206,an289,SCSI,True,True,INFO,0.087268,2,scsi0 (0:0): rejecting I/O to offline device
19151281,1135590291,bn971,CPU,True,True,INFO,0.090673,1,Losing some ticks... checking if CPU frequency changed.
20090043,1135630633,dn526,CPU,True,True,INFO,0.095118,1,Losing some ticks... checking if CPU frequency changed.
20998436,1135647778,an186,MPT,True,True,INFO,0.099419,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe44680)
20999410,1135647794,an186,MPT,True,True,INFO,0.099423,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe44680)
21001148,1135647819,an186,MPT,True,True,INFO,0.099432,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe44680)
21003088,1135647846,an186,MPT,True,True,INFO,0.099441,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe44680)
21004400,1135647876,an186,MPT,True,True,INFO,0.099447,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe44680)
21004652,1135647882,an186,SCSI,True,True,INFO,0.099448,2,scsi0 (0:0): rejecting I/O to offline device
21004653,1135647882,an186,SCSI,True,True,INFO,0.099448,2,scsi0 (0:0): rejecting I/O to offline device
21056411,1135648751,an186,SCSI,True,True,INFO,0.099693,2,scsi0 (0:0): rejecting I/O to offline device
21056498,1135648752,an186,SCSI,True,True,INFO,0.099694,2,scsi0 (0:0): rejecting I/O to offline device
21057765,1135648783,an186,SCSI,True,True,INFO,0.0997,2,scsi0 (0:0): rejecting I/O to offline device
21057766,1135648783,an186,SCSI,True,True,INFO,0.0997,2,scsi0 (0:0): rejecting I/O to offline device
21057767,1135648783,an186,SCSI,True,True,INFO,0.0997,2,scsi0 (0:0): rejecting I/O to offline device
21057768,1135648783,an186,SCSI,True,True,INFO,0.0997,2,scsi0 (0:0): rejecting I/O to offline device
21057769,1135648783,an186,SCSI,True,True,INFO,0.0997,2,scsi0 (0:0): rejecting I/O to offline device
21057770,1135648783,an186,SCSI,True,True,INFO,0.0997,2,scsi0 (0:0): rejecting I/O to offline device
21057771,1135648783,an186,SCSI,True,True,INFO,0.0997,2,scsi0 (0:0): rejecting I/O to offline device
21057856,1135648784,an186,SCSI,True,True,INFO,0.0997,2,scsi0 (0:0): rejecting I/O to offline device
21098489,1135649473,an186,SCSI,True,True,INFO,0.099892,2,scsi0 (0:0): rejecting I/O to offline device
21100804,1135649508,an186,SCSI,True,True,INFO,0.099903,2,scsi0 (0:0): rejecting I/O to offline device
21101017,1135649513,an186,SCSI,True,True,INFO,0.099904,2,scsi0 (0:0): rejecting I/O to offline device
21101018,1135649513,an186,SCSI,True,True,INFO,0.099904,2,scsi0 (0:0): rejecting I/O to offline device
21101019,1135649513,an186,SCSI,True,True,INFO,0.099904,2,scsi0 (0:0): rejecting I/O to offline device
22454902,1135684931,an186,SCSI,True,True,INFO,0.106314,2,scsi0 (0:0): rejecting I/O to offline device
23941263,1135771333,an186,SCSI,True,True,INFO,0.113352,2,scsi0 (0:0): rejecting I/O to offline device
25096375,1135857734,an186,SCSI,True,True,INFO,0.118821,2,scsi0 (0:0): rejecting I/O to offline device
26010535,1135944122,an289,SCSI,True,True,INFO,0.123149,2,scsi0 (0:0): rejecting I/O to offline device
26011383,1135944136,an186,SCSI,True,True,INFO,0.123153,2,scsi0 (0:0): rejecting I/O to offline device
26802628,1136030538,an186,SCSI,True,True,INFO,0.126899,2,scsi0 (0:0): rejecting I/O to offline device
27557592,1136116940,an186,SCSI,True,True,INFO,0.130473,2,scsi0 (0:0): rejecting I/O to offline device
27578067,1136118140,an186,SCSI,True,True,INFO,0.13057,2,scsi0 (0:0): rejecting I/O to offline device
27596531,1136119340,an186,SCSI,True,True,INFO,0.130658,2,scsi0 (0:0): rejecting I/O to offline device
27629006,1136122888,dn427,CPU,True,True,INFO,0.130812,1,Losing some ticks... checking if CPU frequency changed.
27755738,1136136795,cn522,CPU,True,True,INFO,0.131412,1,Losing some ticks... checking if CPU frequency changed.
27934382,1136153773,cn151,CPU,True,True,INFO,0.132257,1,Losing some ticks... checking if CPU frequency changed.
29071905,1136302175,an679,MPT,True,True,INFO,0.137643,7,mptscsih: ioc0: attempting task abort! (sc=00000101bf0b2180)
29641027,1136310306,an679,MPT,True,True,INFO,0.140338,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe70a80)
29641028,1136310306,an679,MPT,True,True,INFO,0.140338,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe70a80)
